,text,category
28031,Eugen Mittwoch wikiPageWikiLink Śrem,Rabbi
28032,Harold Kushner occupation Harold Kushner  PersonFunction  1,Rabbi
28033,Josy Eisenberg sameAs 36127084,Rabbi
28034,Albert Jean Amateau subject Category:Turkish Sephardi Jews,Rabbi
28035,Josy Eisenberg label Pedro Vicente Maldonado,Rabbi
28036,Capers Funnye wikiPageWikiLink Category:Michelle Obama,Rabbi
28037,Alyssa Edwards depiction AlyssaEdwards20160806 034925 (cropped).jpg,Drag Queen
28038,Bob the Drag Queen subject Category:21st century LGBT people,Drag Queen
28039,Capers Funnye wikiPageWikiLink African American,Rabbi
28040,Nelson Glueck type YagoLegalActor,Rabbi
28041,Zvi Hirsch Kalischer wikiPageWikiLink Zionism,Rabbi
28042,"Jaida Essence Hall thumbnail Luck Be a Lady Treasure Island Casino Welsh, MN Flip Phone Events.jpg?width=300",Drag Queen
28043,Josy Eisenberg sameAs 32069,Rabbi
28044,Lady Camden wikiPageUsesTemplate Template:Reflist,Drag Queen
28045,Jaida Essence Hall wikiPageWikiLink Trixie Mattel,Drag Queen
28046,"Riccardo Pacifici comment Riccardo Reuven Pacifici (Firenze, 18 febbraio 1904 – Auschwitz, 12 dicembre 1943) è stato un rabbino italiano, vittima dell'Olocausto.",Rabbi
28047,Josy Eisenberg label Pjotr Semjonov Tjan Ŝanskij,Rabbi
28048,Adin Steinsaltz wikiPageWikiLink Yeshiva University,Rabbi
28049,Mitchell Fisher type Eukaryote,Rabbi
28050,Stephen Samuel Wise comment 斯蒂芬·塞缪尔·怀斯（英語：Stephen Samuel Wise，1874年－1949年），匈牙利裔的美国宗教领袖，激进的犹太复国主义者且是的创始人（1936年）。 生于奥匈帝国时期的布达佩斯。,Rabbi
28051,Sasha Velour wikiPageWikiLink Brooklyn,Drag Queen
28052,Killing of Abraham Grünbaum wikiPageWikiLink Zürich,Rabbi
28053,Moses Schorr type Leader109623038,Rabbi
28054,Envy Peru wikiPageWikiLink Peru,Drag Queen
28055,Lil Miss Hot Mess wikiPageExternalLink www.lilmisshotmess.com,Drag Queen
28056,Jessica Kate Meyer wikiPageUsesTemplate Template:Infobox person,Rabbi
28057,Ahron Daum wikiPageWikiLink Category:Religious Zionist Orthodox rabbis,Rabbi
28058,"Josy Eisenberg comment Orlando Patterson (* 5. Juni 1940 in Westmoreland, Jamaika) ist ein jamaikanisch US amerikanischer Soziologe und Autor. Sein Buch Freedom, Volume One, or Freedom in the Making of Western Culture wurde mit dem U.S. National Book Award (Sachbuch) ausgezeichnet.",Rabbi
28059,"Josy Eisenberg comment Jan Wagenaar (* 25. Oktober 1709 in Amsterdam; † 1. März 1773 ebenda) war ein niederländischer Historiker. Jan Wagenaar widmete sich anfangs dem Handelsstand, dann aber historischen Studien. Er starb am 1. März 1773 als Ratsschreiber seiner Vaterstadt. Sein berühmtestes Werk ist: De vaderlandsche historie (Amsterdam 1749–60, 21 Bde.), die bis 1751 reicht und von andern (Amsterdam 1788–1810, 52 Bde.) bis 1802 fortgesetzt wurde. Zu diesem Werk lieferte Jacobus Houbraken zahlreiche Kupferstiche.",Rabbi
28060,Capers Funnye wikiPageWikiLink Ashkenazi,Rabbi
28061,Jessica Kate Meyer wikiPageWikiLink Scrubs (TV series),Rabbi
28062,Yvie Oddly homepage %7Cname=www.OddlyYvie.com,Drag Queen
28063,Shmuley Boteach subject Category:People associated with the University of Oxford,Rabbi
28064,The Vivienne type NaturalPerson,Drag Queen
28065,Josy Eisenberg sameAs Q287994,Rabbi
28066,"Darcelle XV wikiPageWikiLink Linnton, Portland, Oregon",Drag Queen
28067,Trinity the Tuck wikiPageWikiLink Comedy Albums,Drag Queen
28068,"Josy Eisenberg comment Francisco Suárez (connu comme le Doctor eximius), né le 5 janvier 1548 à Grenade (Espagne) et mort le 25 septembre 1617 à Lisbonne, est un philosophe et théologien jésuite espagnol, généralement considéré comme l'un des plus grands scolastiques après Thomas d'Aquin. Il fait partie de la célèbre École de Salamanque.",Rabbi
28069,Menasseh Ben Israel volume 18,Rabbi
28070,Chaim Potok wikiPageWikiLink Maximilian Schell,Rabbi
28071,Vanessa Vanjie Mateo wikiPageWikiLink Cyprus,Drag Queen
28072,Tina Burner wikiPageUsesTemplate Template:Abbr,Drag Queen
28073,Josy Eisenberg label Loul Combres,Rabbi
28074,Arthur Waskow wikiPageExternalLink 7532,Rabbi
28075,Josy Eisenberg comment ولد جان تنبرجن في 9 يونيو عام 1903 في لاهاي بهولندا وتلقى تعليمه بجامعة ليدن وحصل على الدكتوراه في الفيزياء عام 1929 وشغل وظيفة أستاذ بكلية الاقتصاد 1933 وأصبح أستاذا متفرغا من 1956 فصاعدا، وعموما فقد كان في الفترة من 1929 وحتى 1945 إحصائي بالمكتب المركزي للإحصاء بهولندا وفي الفترة 1936 1938 انضم إلى عصبة الأمم الأمانة كخبير وفي الفترة 1945 1955 شغل وظيفة مدير مكتب التخطيط المركزي للحكومة الهولندية واستشاري للحكومات في مختلف البلدان ومنها الجمهورية العربية المتحدة – في ذلك الوقت   وتركيا وفنزويلا وسورينام وإندونيسيا وباكستان وبلدان أخرى وكذا المنظمات الدولية مثل الاتحاد الأوروبي للفحم والصلب والبنك الدولي للإنشاء والتعمير والأمانة العامة للأمم المتحدة والوكالات المتخصصة والمنظمات الإقليمية كما أنه عضو الأكاديمية الملكية الهولندية للعلوم وبعض المعاهد وقد مُنح خمس عشرة دكتوراه فخرية من الجام,Rabbi
28076,Antonio Pantojas subject Category:Puerto Rican comedians,Drag Queen
28077,"Tina Burner subject Category:People from Lowville, New York",Drag Queen
28078,Boulet Brothers occupation Boulet Brothers  PersonFunction  1,Drag Queen
28079,Moshe Feinstein type WikicatBibleCommentators,Rabbi
28080,Morton Yolkut deathPlace Philadelphia,Rabbi
28081,Alaska Thunderfuck wikiPageWikiLink Katya Zamolodchikova,Drag Queen
28082,Josy Eisenberg comment أورلاندو باترسون (بالإنجليزية: Orlando Patterson)‏ هو عالم اجتماع جامايكي، ولد في 5 يونيو 1940 في ‏ في جامايكا.,Rabbi
28083,Riccardo Pacifici wikiPageWikiLink Rome,Rabbi
28084,RuPaul wikiPageWikiLink Logo (TV channel),Drag Queen
28085,Stephen Samuel Wise wikiPageWikiLink Saul Friedländer,Rabbi
28086,Akihiro Miwa type LivingThing100004258,Drag Queen
28087,Alyssa Edwards wikiPageWikiLink Plastique Tiara,Drag Queen
28088,Adin Steinsaltz wikiPageWikiLink Category:Chabad Lubavitch rabbis,Rabbi
28089,"Josy Eisenberg comment Jan Tinbergen (L'Aia, 12 aprile 1903 – L'Aia, 9 giugno 1994) è stato un economista olandese.Insieme al norvegese Ragnar Frisch, fu il primo economista a ricevere il Premio Nobel per l'economia nel 1969, «per aver sviluppato e applicato modelli dinamici per l'analisi dei processi economici».",Rabbi
28090,Shmuley Boteach wikiPageWikiLink Audit,Rabbi
28091,Vinegar Strokes wikiPageWikiLink Category:People from London,Drag Queen
28092,Alaska Thunderfuck wikiPageWikiLink Drag: The Musical,Drag Queen
28093,Sally Priesand wikiPageWikiLink Nelson Glueck,Rabbi
28094,Mrs. Kasha Davis wikiPageWikiLink Rachel Dratch,Drag Queen
28095,Josy Eisenberg sameAs Q3394502,Rabbi
28096,Josy Eisenberg sameAs 21145304359578570842,Rabbi
28097,Josy Eisenberg sameAs 100177539,Rabbi
28098,Moshe Feinstein occupation Posek,Rabbi
28099,Chaim Potok wikiPageWikiLink The Promise (Potok novel),Rabbi
28100,Henry Barnston subject Category:Alumni of the University of London,Rabbi
28101,Josy Eisenberg sameAs 233386380,Rabbi
28102,"Josy Eisenberg comment Irena Stanisława Sendlerowa (rozená Krzyżanowska, počeštěně Sendlerová; 15. února 1910, Varšava – 12. května 2008, Varšava) byla polská sociální pracovnice a učitelka, jedna z vůdčích osobností polského protinacistického odboje. Byla zakladatelkou, vedoucí a poslední žijící členkou dětského oddělení Rady pro pomoc Židům (Żegoty).",Rabbi
28103,Jasmine Masters type Q19088,Drag Queen
28104,Eureka O'Hara wikiPageWikiLink Gone with the Wind (film),Drag Queen
28105,Abram Wolf Edelman deathYear 1907,Rabbi
28106,Henry Barnston wikiPageWikiLink Category:Alumni of the University of London,Rabbi
28107,Elektra Shock wikiPageWikiLink House of Drag,Drag Queen
28108,Josy Eisenberg sameAs 1057171492,Rabbi
28109,Josy Eisenberg sameAs 266373123,Rabbi
28110,Heidi N Closet type Person,Drag Queen
28111,Lady Camden wikiPageWikiLink File:RuPaul DragCon 2022 (52072218192).jpg,Drag Queen
28112,Herbert Tarr type Object100002684,Rabbi
28113,Edward Cowley wikiPageWikiLink Body building,Drag Queen
28114,Josy Eisenberg type WikicatFrenchTelevisionProducers,Rabbi
28115,Aaron D. Panken deathYear 2018,Rabbi
28116,Menasseh Ben Israel wikiPageWikiLink Steven Nadler,Rabbi
28117,Jasmine Masters wikiPageWikiLink Tammie Brown,Drag Queen
28118,Josy Eisenberg sameAs 135891272,Rabbi
28119,Shmuley Boteach wikiPageExternalLink k7JRnwEACAAJ%3Fhl=en,Rabbi
28120,Panti type Organism100004475,Drag Queen
28121,Trixie Mattel wikiPageWikiLink Country music,Drag Queen
28122,Sir Lady Java wikiPageWikiLink LGBT,Drag Queen
28123,Albert Jean Amateau type YagoLegalActor,Rabbi
28124,Herbert Tarr type Q729,Rabbi
28125,Gershom Sizomu sameAs Gershom Sizomu,Rabbi
28126,"Vanessa Vanjie Mateo comment Vanessa Vanjie Mateo, sometimes known as Miss Vanjie or simply Vanjie, is the stage name of José Cancel, an American drag performer known for competing on the tenth season of RuPaul's Drag Race and placing fifth on the eleventh season of the show. In addition to competing on Drag Race, she has also appeared in many of its spin offs, including RuPaul's Secret Celebrity Drag Race, RuPaul's Drag Race: Vegas Revue, Canada's Drag Race and RuPaul's Drag Race All Stars.",Drag Queen
28127,List of EastEnders characters (1986) husband Dario Chimisso,Drag Queen
28128,Brita Filter isPrimaryTopicOf Brita Filter,Drag Queen
28129,"Josy Eisenberg comment アルフォンソ・デ・オルレアンス・イ・ボルボン（スペイン語: Alfonso de Orleans y Borbón, 1886年11月12日   1975年8月6日）は、スペインの王族、スペイン王子（Infante de España）、空軍軍人。第5代。 全名はアルフォンソ・マリア・フランシスコ・アントニオ・ディエゴ・デ・オルレアンス・イ・ボルボン（Alfonso María Francisco Antonio Diego de Orleans y Borbón）。",Rabbi
28130,Gigi Goode wikiPageWikiLink Instagram,Drag Queen
28131,Danny Rich (rabbi) type Chaplain109908508,Rabbi
28132,Joseph Wijnkoop type CausalAgent100007347,Rabbi
28133,Shmuley Boteach occupation Rabbi,Rabbi
28134,Yuhua Hamasaki wikiPageWikiLink Cynthia Lee Fontaine,Drag Queen
28135,Eugen Mittwoch type Exile110071332,Rabbi
28136,Monét X Change wikiPageWikiLink Naomi Smalls,Drag Queen
28137,Henry Sobel sameAs Q7811766,Rabbi
28138,Gigi Goode wikiPageWikiLink RuPaul's Drag Race (season 12),Drag Queen
28139,Courtney Act wikiPageWikiLink Mark Holden,Drag Queen
28140,Akihiro Miwa type Whole100003553,Drag Queen
28141,RuPaul subject Category:American dance musicians,Drag Queen
28142,Jaida Essence Hall subject Category:Queer people,Drag Queen
28143,Josy Eisenberg sameAs 69077557,Rabbi
28144,Chaim Shaul Abud wikiPageWikiLink Piyyut,Rabbi
28145,Denise Eger wikiPageWikiLink Category:Living people,Rabbi
28146,Abraham Cronbach wikiPageWikiLink Pacifist,Rabbi
28147,Josy Eisenberg sameAs dd7888e3 93dc 491d 9a6b 053eff5c2ecd,Rabbi
28148,Josy Eisenberg sameAs 20154196789520112887,Rabbi
28149,Farrah Moan wikiPageUsesTemplate Template:IMDb name,Drag Queen
28150,Josy Eisenberg sameAs 0000 0002 6993 7729,Rabbi
28151,Josy Eisenberg sameAs 0000 0001 9736 5775,Rabbi
28152,Vanessa Vanjie Mateo wikiPageWikiLink RuPaul's Drag Race (season 11),Drag Queen
28153,"Josy Eisenberg comment Nathalie Jomard, née au XXe siècle, est une illustratrice et blogueuse française. Elle est l'autrice d'un blog, Petit précis de grumeautique.",Rabbi
28154,List of EastEnders characters (2022)  Felix Baker  1 firstAppearance Episode 6517,Drag Queen
28155,Stephen Samuel Wise type Eukaryote,Rabbi
28156,Alysa Stanton subject Category:African American former Christians,Rabbi
28157,Jade Jolie knownFor RuPaul's Drag Race,Drag Queen
28158,Brita Filter subject Category:People from Arizona,Drag Queen
28159,Stephen Samuel Wise wikiPageWikiLink Oregon State Conference of Charities and Correction,Rabbi
28160,Ahron Daum wikiPageWikiLink Dayan (rabbinic judge),Rabbi
28161,Morton Yolkut type Thing,Rabbi
28162,Josy Eisenberg sameAs 128145857837623020287,Rabbi
28163,Karen from Finance knownFor RuPaul's Drag Race Down Under,Drag Queen
28164,Erickatoure Aviance wikiPageWikiLink Nightlife,Drag Queen
28165,"Josy Eisenberg comment Didier Lockwood (11. února 1956 – 18. února 2018) byl francouzský houslista. V letech 1974 až 1976 působil ve skupině Magma, s níž občasně hrál i později. V roce 1979 vydal své první sólové album s názvem New World. Později vydal řadu dalších alb. Během své kariéry spolupracoval s mnoha dalšími hudebníky, mezi něž patří například Billy Hart, Manu Dibango a . Zemřel na infarkt ve věku 62 let. Svůj poslední koncert odehrál den před úmrtím.",Rabbi
28166,Menachem Mendel Monsohn wikiPageWikiLink Category:Jews in Ottoman Palestine,Rabbi
28167,Abraham Tobias Boas birthDate 1842 11 25,Rabbi
28168,Menasseh Ben Israel wikiPageExternalLink ,Rabbi
28169,"Josy Eisenberg comment ジョン・ドエグ（John Doeg, 1908年12月7日   1978年4月27日）は、アメリカの男子テニス選手。メキシコ・ソノラ州グアイマスに生まれる。1930年の全米選手権男子シングルス優勝者で、同選手権の男子ダブルスでも1929年・1930年に2連覇を達成した。左利きの選手で、全米選手権の男子シングルスを通じて4人目の左利き優勝者になった。彼のテニスは、身長185cm・体重77kgの体格を生かし、強烈な勢いのあるサーブ・アンド・ボレーで素速くネットに詰めるスタイルを得意にした。フルネームは John Thomas Godfray Hope Doeg （ジョン・トーマス・ゴッドフレー・ホープ・ドエグ）という。",Rabbi
28170,BeBe Zahara Benet type WikicatLGBTPeopleFromCameroon,Drag Queen
28171,Pabllo Vittar type Q729,Drag Queen
28172,Josy Eisenberg comment 夏甲（阿拉伯语 هاجر; Hagar；希伯来语 הָגָר，Hagar，意为陌生人）是《圣经·创世纪》中记载的亚伯拉罕妻子撒拉的一名埃及使女，相傳為阿拉伯人的祖先。,Rabbi
28173,Joshua L. Goldberg wikiPageWikiLink Connecticut,Rabbi
28174,Josy Eisenberg sameAs 1686,Rabbi
28175,Barbada de Barbades wikiPageWikiLink Ici ARTV,Drag Queen
28176,"A'keria C. Davenport birthPlace Dallas, Texas, U.S.",Drag Queen
28177,List of EastEnders characters (1986) subject Category:1986 in British television,Drag Queen
28178,Pepper LaBeija type Q19088,Drag Queen
28179,Josy Eisenberg sameAs Q3083342,Rabbi
28180,Josy Eisenberg sameAs Q2170769,Rabbi
28181,Vinegar Strokes thumbnail RuPaul DragCon 2022 (52072214492).jpg?width=300,Drag Queen
28182,Josy Eisenberg sameAs Q3187279,Rabbi
28183,Solomon Sharfman wikiPageWikiLink Poland,Rabbi
28184,Josy Eisenberg sameAs 816842,Rabbi
28185,Josy Eisenberg sameAs 187754675,Rabbi
28186,"Moritz Güdemann url view.jsp?artid=477&letter=G|article=Güdemann, Moritz",Rabbi
28187,Chaim Shaul Abud birthPlace Aleppo,Rabbi
28188,Silky Nutmeg Ganache wikiPageWikiLink Brooke Lynn Hytes,Drag Queen
28189,Barry Freundel wikiPageUsesTemplate Template:Infobox criminal,Rabbi
28190,Josy Eisenberg sameAs 22360962,Rabbi
28191,Herbert Baumgard wikiPageWikiLink Stephen Samuel Wise,Rabbi
28192,Jaida Essence Hall wikiPageWikiLink Attitude (magazine),Drag Queen
28193,"Josy Eisenberg comment Axel Gustav Sundbärg (1857 1914) fue un matemático sueco especializado en el campo de la estadística. Realizó importantes estudios sobre demografía recopilando gran número de datos de la población de Suecia desde 1740 y contribuyó al desarrollo de la demografía desarrollando el índice de representación gráfica que lleva su nombre: el Índice de Sundbärg. Publicó sus investigaciones en las revistas Stadistik tidskrilt y Bevolkerungstatistik Schwedens. Escribió, además, algunas obras sobre emigraciones y poblaciones rurales como Apergus statistiques internationaux.",Rabbi
28194,Antonio Pantojas wikiPageUsesTemplate Template:Death date and age,Drag Queen
28195,Joshua L. Goldberg occupation Rabbi,Rabbi
28196,Henry Sobel subject Category:Portuguese expatriates in Brazil,Rabbi
28197,Josy Eisenberg sameAs 115390926X,Rabbi
28198,Eric Yoffie wikiPageWikiLink Christian right,Rabbi
28199,Baruch Chait type WikicatJewishMusicians,Rabbi
28200,Harold Kushner wikiPageWikiLink Category:American humanists,Rabbi
28201,Sabato Morais label Sabato Morais,Rabbi
28202,"Eureka O'Hara abstract Eureka, also known as Eureka O'Hara and Eureka!, is the stage name of David Huggard (born August 26, 1990), an American drag queen and reality television personality. Eureka rose to prominence competing on the ninth and tenth seasons of RuPaul's Drag Race. They were removed from the ninth season of Drag Race due to a knee injury, becoming the first contestant in the history of the show to be sent home due to injury; they were then given an automatic berth to season 10, where they placed as runner up. In 2021, Eureka competed on the sixth season of RuPaul's Drag Race All Stars, where they once more placed as a runner up. Since 2020, Eureka has co hosted We're Here on HBO alongside fellow Drag Race contestants Bob the Drag Queen and Shangela. The series has received acclaim from critics.",Drag Queen
28203,Josy Eisenberg label شارل جونو,Rabbi
28204,Josy Eisenberg sameAs 310625948,Rabbi
28205,Erickatoure Aviance wikiPageWikiLink Drag queen,Drag Queen
28206,Josy Eisenberg sameAs Q112526618,Rabbi
28207,"Josy Eisenberg comment Guy Brousseau est un didacticien des mathématiques français, né le 4 février 1933 à Taza au Maroc ; Guy Brousseau commence à publier en 1961, il continue par un manuel pour la première année de l’école élémentaire (1965) et va poursuivre ses publications dans le domaine scientifique. Il a commencé sa carrière comme instituteur en 1953. À la fin des années 1960, après avoir obtenu une licence de mathématiques, il est entré à l’université de Bordeaux. En 1986, il a obtenu un doctorat d’état ès sciences et, en 1991, il est devenu professeur d’université à l’IUFM d’Aquitaine qui venait d’être créé, où il a travaillé jusqu’en 1998. Il décide de créer le CREM (Centre de Recherche pour l'Enseignement des Mathématiques) à Bordeaux à la suite de sa rencontre avec André Lichnerowicz. Il est actuelle",Rabbi
28208,David J. Steiner wikiPageWikiLink Woody Allen,Rabbi
28209,Nehorai Garmon wikiPageUsesTemplate Template:Authority control,Rabbi
28210,Alaska Thunderfuck wikiPageWikiLink Sex and the City,Drag Queen
28211,"Uri Zohar abstract Uri Zohar, né le 4 novembre 1935 à Tel Aviv (Palestine mandataire) et mort le 2 juin 2022, est un acteur, un réalisateur et un rabbin israélien.",Rabbi
28212,Baruch Lanner sameAs ברוך לאנר,Rabbi
28213,Rebecca Dubowe subject Category:21st century American rabbis,Rabbi
28214,RuPaul wikiPageWikiLink American Broadcasting Company,Drag Queen
28215,Michael Lerner (rabbi) wikiPageWikiLink Sonoma State University,Rabbi
28216,Billy More sameAs m.0fsj 8,Drag Queen
28217,Alysa Stanton wikiPageWikiLink Columbine High School massacre,Rabbi
28218,Moshe Feinstein wikiPageWikiLink Union of Orthodox Rabbis,Rabbi
28219,Honey Davenport wikiPageWikiLink Hollywood (film industry),Drag Queen
28220,Junior Larkin deathDate July 2017,Drag Queen
28221,Denise Eger wikiPageWikiLink Central Conference of American Rabbis,Rabbi
28222,Herbert Baumgard depiction Rabbi Herbert Baumgard.png,Rabbi
28223,Yuhua Hamasaki isPrimaryTopicOf Yuhua Hamasaki,Drag Queen
28224,Josy Eisenberg label Christian Duverger,Rabbi
28225,Shuga Cain occupation Drag queen,Drag Queen
28226,Michael Lerner (rabbi) wikiPageUsesTemplate Template:BLP sources,Rabbi
28227,Josy Eisenberg label Auguste Henri Ponsot,Rabbi
28228,Michael Lerner (rabbi) subject Category:American Jewish Renewal rabbis,Rabbi
28229,Farrah Moan wikiPageUsesTemplate Template:Tooltip,Drag Queen
28230,Elie Abadie wikiPageWikiLink Jews,Rabbi
28231,Josy Eisenberg label Rachael Taylor (Schauspielerin),Rabbi
28232,Trixie Mattel wikiPageWikiLink UNHhhh,Drag Queen
28233,Elektra Shock knownFor House of Drag,Drag Queen
28234,Coco Montrese subject Category:American LGBT musicians,Drag Queen
28235,Josy Eisenberg sameAs 143333291,Rabbi
28236,Josy Eisenberg sameAs 1136054146,Rabbi
28237,"Josy Eisenberg comment Jean Meyer, né le 11 juin 1914 à Paris 15e , mort le 8 janvier 2003 à Neuilly sur Seine, est un homme de théâtre français, comédien, metteur en scène et réalisateur de cinéma, qui fut aussi auteur.",Rabbi
28238,Precious Paula Nicole type Q5,Drag Queen
28239,Jessica Kate Meyer type Eukaryote,Rabbi
28240,Shmuley Boteach children 9,Rabbi
28241,Samuel Adler (rabbi) wikiPageWikiLink Disabilities (Jewish),Rabbi
28242,Anubis Finch wikiPageWikiLink Manchester Opera House,Drag Queen
28243,"Sir Lady Java comment Sir Lady Java, also known simply as Lady Java (born 1943) is an American transgender rights activist, exotic dancer, singer, comedian, and actress. Active on stage, television, radio and film from the mid 1960s to 1970s, she is a popular and influential personality in the Los Angeles area African American LGBT community.",Drag Queen
28244,Courtney Act wikiPageWikiLink Fullscreen (company),Drag Queen
28245,Josy Eisenberg sameAs 2670296,Rabbi
28246,Darienne Lake subject Category:1971 births,Drag Queen
28247,"Richard L. Rubenstein abstract Ричард Лоуэлл Рубинштейн (англ. Richard Lowell Rubenstein; 8 января 1924, Нью Йорк — 16 мая 2021) — преподаватель религии и известный писатель еврейского сообщества США, отметившийся частично своим содействием развитию . Жил в Коннектикуте вместе с женой, искусствоведом Бэтти Роджерс Рубинштейн.",Rabbi
28248,Stephen Samuel Wise wikiPageWikiLink Doctor of Philosophy,Rabbi
28249,Shmuley Boteach wikiPageWikiLink Sean Penn,Rabbi
28250,"Josy Eisenberg comment Ricciotti Garibaldi jr (Roma, 24 de novembre de 1881   Roma, 14 de setembre de 1951) fou un militar i agent secret italià. Net de Giuseppe Garibaldi i fill de Ricciotti Garibaldi, lluità a la Primera Guerra Mundial.",Rabbi
28251,Jaida Essence Hall wikiPageWikiLink Madonna: The Unauthorized Rusical,Drag Queen
28252,Harold Kushner sameAs העראלד קושנער,Rabbi
28253,Herbert Baumgard type Species,Rabbi
28254,RuPaul wikiPageWikiLink Gay club,Drag Queen
28255,Josy Eisenberg wikiPageWikiLink Category:French screenwriters,Rabbi
28256,"Allen Secher occupation Rabbi, civil and human rights activist, radio host, television producer and director, actor, author and public speaker",Rabbi
28257,"Josy Eisenberg comment Rachael May Taylor (Launceston, Tasmânia, 11 de julho de 1984) é uma atriz australiana, mais conhecida por interpretar Trish Patsy Walker na série de televisão Marvel's Jessica Jones.",Rabbi
28258,Joseph Krauskopf wikiPageWikiLink Reform Judaism,Rabbi
28259,Josy Eisenberg sameAs Q112443968,Rabbi
28260,"Josy Eisenberg comment Ernst Christian Walz (Weil der Stadt, 28 febbraio 1802 – Tubinga, 5 aprile 1857) è stato un filologo classico e archeologo tedesco.",Rabbi
28261,Josy Eisenberg label روي باومايستر,Rabbi
28262,Gothy Kendoll wikiPageWikiLink RuPaul's Drag Race UK,Drag Queen
28263,Mitchell Fisher subject Category:20th century American rabbis,Rabbi
28264,Moshe Feinstein point 31.8 35.183333,Rabbi
28265,Elecktra Bionic name Elecktra Bionic,Drag Queen
28266,"Josy Eisenberg comment Евге́ний Никола́евич Но́сов (21 августа 1949, Ленинград — 25 февраля 2019, там же) — российский историк и археолог, специалист в области славяно русских древностей, доктор исторических наук, профессор, член корреспондент РАН (2000). Директор ИИМК РАН (1998—2015), заведующий кафедрой археологии исторического факультета СПбГУ (2002—2019), член президиума СПбНЦ РАН, руководитель Новгородской областной экспедиции ИИМК, Почётный профессор Новгородского Государственного Университета им. Ярослава Мудрого (2017).",Rabbi
28267,Shmuley Boteach type Q215627,Rabbi
28268,Precious Paula Nicole occupation Drag queen,Drag Queen
28269,Richard L. Rubenstein type Organism100004475,Rabbi
28270,Josy Eisenberg sameAs 216149294297380521522,Rabbi
28271,Marc Schneier wikiPageWikiLink Category:20th century American rabbis,Rabbi
28272,"Alexis Mateo wikiPageWikiLink Category:People from Florida, Puerto Rico",Drag Queen
28273,Mendel Hess wikiPageWikiLink Category:1807 births,Rabbi
28274,Carole Meyers subject Category:Women rabbis,Rabbi
28275,Coco Montrese subject Category:Alabama State University alumni,Drag Queen
28276,Josy Eisenberg label Marion Bartoliová,Rabbi
28277,Erickatoure Aviance wikiPageWikiLink White Americans,Drag Queen
28278,Josy Eisenberg label بيث لورد,Rabbi
28279,Josy Eisenberg sameAs 10156495339417561125,Rabbi
28280,Lil Miss Hot Mess sameAs 19161209005839860758,Drag Queen
28281,Alyssa Edwards subject Category:LGBT dancers,Drag Queen
28282,"Theodore Friedman wikiPageWikiLink Stamford, Connecticut",Rabbi
28283,Jaymes Mansfield wikiPageWikiLink Category:Living people,Drag Queen
28284,Josy Eisenberg sameAs 4879254,Rabbi
28285,Mitchell Fisher wikiPageUsesTemplate Template:Use mdy dates,Rabbi
28286,Vanity Milan type Thing,Drag Queen
28287,Vanessa Vanjie Mateo wikiPageWikiLink RuPaul's Drag Race,Drag Queen
28288,Alyssa Edwards wikiPageWikiLink Michelle Visage,Drag Queen
28289,"Michael Lerner (rabbi) comment Michael Lerner adalah seorang aktivis politik, dan editor , sebuah majalah Yahudi dan yang terkemuka yang berbasis di Berkeley, California. Lerner memperoleh gelar B.A. dari Universitas Columbia dan belajar di . Ia menjadi mahasiswa kesayangan Abraham Joshua Heschel. Sementara di Seminari, Lerner terpilih sebagai presiden Atid di tingkat nasional, yaitu organisasi perguruan tinggi dari .",Rabbi
28290,Eugen Mittwoch wikiPageWikiLink Armenian genocide,Rabbi
28291,RuPaul depiction 2019 California Hall of Fame Ceremony 01 (cropped2).jpg,Drag Queen
28292,Josy Eisenberg label Олимпиада (диаконисса),Rabbi
28293,Honey Davenport wikiPageWikiLink Watch What Happens Live with Andy Cohen,Drag Queen
28294,List of EastEnders characters (1986) wikiPageWikiLink Naima Jeffrey,Drag Queen
28295,A'keria C. Davenport wikiPageID 60072915,Drag Queen
28296,Janey Jacké sameAs FP8DV,Drag Queen
28297,"Chaim Potok label Поток, Хаим",Rabbi
28298,BenDeLaCreme wikiPageWikiLink RuPaul's Drag Race: All Stars,Drag Queen
28299,"Josy Eisenberg comment Ο Πατρίκ Φιορί (γαλλικά: Patrick Fiori), πραγματικό όνομα Πατρίκ Ζαν Φρανσουά Σουσαγιάν (Patrick Jean François Chouchayan), (23 Σεπτεμβρίου 1969), είναι Γάλλος τραγουδιστής.",Rabbi
28300,Elektra Fence subject Category:20th century LGBT people,Drag Queen
28301,Pabllo Vittar wikiPageWikiLink Pride parade,Drag Queen
28302,Baruch Korff type Organism100004475,Rabbi
28303,Aiden Zhane wikiPageID 62908068,Drag Queen
28304,David Feuerwerker type YagoLegalActor,Rabbi
28305,Lil Miss Hot Mess wikiPageWikiLink HBO,Drag Queen
28306,"Adin Steinsaltz comment Штейнзальц, Адин (ивр. ‏שטיינזלץ‏‎ עדין‏‎; 11 июля 1937, Иерусалим — 7 августа 2020, там же) — израильский раввин, переводчик Талмуда на современный иврит, английский, русский и испанский. Лауреат Государственной премии Израиля за 1988 год. Основатель Института изучения иудаизма им. А. Штейнзальца.",Rabbi
28307,Danny Rich (rabbi) label Danny Rich (rabbi),Rabbi
28308,Shmuley Boteach wikiPageWikiLink Category:American Haredi rabbis,Rabbi
28309,Acid Betty depiction Acid Betty at RuPaul's Dragcon 2017 by dvsross (2).jpg,Drag Queen
28310,Akihiro Miwa wikiPageWikiLink Drag queen,Drag Queen
